id,name,image,description,type,damage negation,resistance,weight,special effect,how to acquire,in-game section,dlc
533,Guardian Bracers,http://eldenring.wiki.fextralife.com/file/Elden-Ring/guardian_bracers_elden_ring_wiki_guide_200px.png,"Engraved golden bracers.Worn by the guardians of the Minor Erdtree.In accordance with an ancient pact with the Erdtree, it is said that their deaths led not to destruction, but instead to renewed, eternal life as guardians.",gauntlets,"[{'Phy': '2.7', 'VS Str': '2.5', 'VS Sla': '2.5', 'VS Pie': '2.3', 'Mag': '2.9', 'Fir': '2.8', 'Lit': '2.9', 'Hol': '2.9'}]","[{'Imm.': '25', 'Rob.': '17', 'Foc.': '20', 'Vit.': '19', 'Poi.': '3'}]",2.9,,"Guardian Set pieces can be acquired as drops from the Erdtree Guardians that are found near Minor Erdtrees in the Lands Between.An area dense with Guardians can be found by starting at the Dragonbarrow Fork site of grace, and working your way uphill towards the Minor Erdtree. Guardians are encountered in small groups and more come up from the ground, making it a good place to farm the set.",1,0
534,Haligtree Gauntlets,http://eldenring.wiki.fextralife.com/file/Elden-Ring/haligtree_gauntlets_elden_ring_wiki_guide_200px.png,Gauntlets worn by soldiers sworn to the Haligtree. Rust-worn and stained through unending conflict.,gauntlets,"[{'Phy': '3.2', 'VS Str': '2.9', 'VS Sla': '3.1', 'VS Pie': '3.2', 'Mag': '2.3', 'Fir': '2.5', 'Lit': '1.9', 'Hol': '2.5'}]","[{'Imm.': '11', 'Rob.': '18', 'Foc.': '8', 'Vit.': '8', 'Poi.': '4'}]",3.5,,"Haligtree Soldiers drop all pieces of the set. They are located throughout all areas of Elphael, Brace of the Haligtree.",6,0
535,Haligtree Knight Gauntlets,http://eldenring.wiki.fextralife.com/file/Elden-Ring/haligtree_knight_gauntlets_elden_ring_wiki_guide_200px.png,Gauntlets worn by knights sworn to the Haligtree.Time has yet to dull their luster.,gauntlets,"[{'Phy': '3.3', 'VS Str': '3.1', 'VS Sla': '3.3', 'VS Pie': '3.3', 'Mag': '2.5', 'Fir': '2.8', 'Lit': '2.3', 'Hol': '2.8'}]","[{'Imm.': '12', 'Rob.': '19', 'Foc.': '8', 'Vit.': '8', 'Poi.': '5'}]",3.9,,"Drops from Haligtree Knights, they can be found in the latter areas of Elphael, Brace of the Haligtree.",7,0
536,Highwayman Gauntlets,http://eldenring.wiki.fextralife.com/file/Elden-Ring/highwayman_gauntlets_elden_ring_wiki_guide_200px.png,Hideously stained and dented gauntlets.Worn by former foot soldiers who have turned to banditry.,gauntlets,"[{'Phy': '1.9', 'VS Str': '2.5', 'VS Sla': '1.9', 'VS Pie': '2.1', 'Mag': '2.7', 'Fir': '2.7', 'Lit': '2.8', 'Hol': '2.5'}]","[{'Imm.': '19', 'Rob.': '12', 'Foc.': '17', 'Vit.': '17', 'Poi.': '3'}]",2.6,,Dropped by the Bandits found in Murkwater Cave.,5,0
537,Hoslow's Gauntlets,http://eldenring.wiki.fextralife.com/file/Elden-Ring/hoslows_gauntlets_elden_ring_wiki_guide_200px.png,"Garish silver gauntlets decorated with red embellishments. Passed down through the Hoslow family.When Juno Hoslow received an invitation to the Volcano Manor, he discreetly refused.""I have already walked many a road drenched in blood, yet never would I consider myself a champion.""",gauntlets,"[{'Phy': '3.5', 'VS Str': '2.9', 'VS Sla': '3.3', 'VS Pie': '3.1', 'Mag': '2.7', 'Fir': '2.9', 'Lit': '2.5', 'Hol': '2.5'}]","[{'Imm.': '13', 'Rob.': '20', 'Foc.': '8', 'Vit.': '8', 'Poi.': '5'}]",3.9,,"All pieces of Hoslow's Set are dropped by Juno Hoslow along with Hoslow's Petal Whip as part of the final contract for the Volcano Manor questline.Juno Hoslow is a Hostile NPC that you can invade after progressing through the questline. His invade rune be found in the northern Mountaintops of the Giants, east of Shack of the Lofty.Elden Ring Map here",8,0
538,Iron Gauntlets,http://eldenring.wiki.fextralife.com/file/Elden-Ring/iron_gauntlets_elden_ring_wiki_guide_200px.png,Ordinary iron gauntlets.,gauntlets,"[{'Phy': '2.8', 'VS Str': '2.3', 'VS Sla': '2.9', 'VS Pie': '2.9', 'Mag': '2.1', 'Fir': '2.3', 'Lit': '1.5', 'Hol': '1.9'}]","[{'Imm.': '8', 'Rob.': '15', 'Foc.': '6', 'Vit.': '4', 'Poi.': '4'}]",2.9,,"Can be bought from the Nomadic Merchant at the eastern side of Weeping Peninsula, for 1500 Runes.Elden Ring Map here",6,0
539,Kaiden Gauntlets,http://eldenring.wiki.fextralife.com/file/Elden-Ring/kaiden_gauntlets_elden_ring_wiki_guide_200px.png,"Gauntlets worn by Kaiden sellswords. These hulking, fearless mercenaries, said to hail from the mountaintops of the wintry north, are adept at fighting on horseback. Kaiden is the name of their home settlement.",gauntlets,"[{'Phy': '2.9', 'VS Str': '2.1', 'VS Sla': '2.9', 'VS Pie': '2.9', 'Mag': '1.9', 'Fir': '2.1', 'Lit': '1.7', 'Hol': '1.9'}]","[{'Imm.': '8', 'Rob.': '15', 'Foc.': '6', 'Vit.': '6', 'Poi.': '4'}]",2.9,,Dropped by Northern Mercenaries and Mounted Northern Mercenaries found in Limgrave.,6,0
540,Knight Gauntlets,http://eldenring.wiki.fextralife.com/file/Elden-Ring/knight_gauntlets_elden_ring_wiki_guide_200px.png,"Iron gauntlets of an unknown knight. It is made of thin iron plate. Such metal armor is heavy, but provides considerable damage negation.",gauntlets,"[{'Phy': '3.1', 'VS Str': '2.9', 'VS Sla': '3.3', 'VS Pie': '3.3', 'Mag': '2.7', 'Fir': '2.7', 'Lit': '2.3', 'Hol': '2.1'}]","[{'Imm.': '9', 'Rob.': '17', 'Foc.': '6', 'Vit.': '6', 'Poi.': '5'}]",3.5,,"Can be purchased from Enia at the Roundtable Hold for 3,000 Runes.",7,0
541,Land of Reeds Gauntlets,http://eldenring.wiki.fextralife.com/file/Elden-Ring/land_of_reeds_gauntlets_elden_ring_wiki_guide_200px.png,Gauntlets wrapped in tough leather.Worn by the warriors of the Land of Reeds,gauntlets,"[{'Phy': '2.1', 'VS Str': '2.3', 'VS Sla': '2.9', 'VS Pie': '2.3', 'Mag': '2.5', 'Fir': '2.8', 'Lit': '2.9', 'Hol': '2.7'}]","[{'Imm.': '20', 'Rob.': '17', 'Foc.': '17', 'Vit.': '18', 'Poi.': '3'}]",2.8,,"Starting Equipment for the Samurai Class.Sold by the Isolated Merchant in Dragonbarrow for 1,000 Runes.Elden Ring Map here",6,0
542,Leather Gloves,http://eldenring.wiki.fextralife.com/file/Elden-Ring/leather_gloves_elden_ring_wiki_guide_200px.png,Lightweight and battle-proven leather gloves worn by a savvy soldier.Many admire the wearer of this armor for his chivalrous and forthright spirit.,gauntlets,"[{'Phy': '1.9', 'VS Str': '2.3', 'VS Sla': '1.9', 'VS Pie': '2.1', 'Mag': '2.3', 'Fir': '2.3', 'Lit': '2.5', 'Hol': '2.5'}]","[{'Imm.': '20', 'Rob.': '12', 'Foc.': '14', 'Vit.': '17', 'Poi.': '3'}]",2.4,,Murkwater Cave. Drops from Patches if he's killed after pleading for mercy. Elden Ring Map here,4,0
543,Leyndell Knight Gauntlets,http://eldenring.wiki.fextralife.com/file/Elden-Ring/leyndell_knight_gauntlets_elden_ring_wiki_guide_200px.png,Gauntlets worn by knights sworn to defend the royal capital of Leyndell. Time has yet to dull their luster,gauntlets,"[{'Phy': '3.3', 'VS Str': '3.1', 'VS Sla': '3.3', 'VS Pie': '3.3', 'Mag': '2.5', 'Fir': '2.8', 'Lit': '2.5', 'Hol': '2.7'}]","[{'Imm.': '12', 'Rob.': '19', 'Foc.': '8', 'Vit.': '8', 'Poi.': '5'}]",3.9,,"Dropped by Gold Dragon Cult Knights.Chance to drop from Leyndell Knights encountered in Leyndell, Royal Capital.",7,0
544,Leyndell Soldier Gauntlets,http://eldenring.wiki.fextralife.com/file/Elden-Ring/leyndell_soldier_gauntlets_elden_ring_wiki_guide_200px.png,Gauntlets worn by soldiers sworn to defend the royal capital of Leyndell.Rust-worn and stained through unending conflict.,gauntlets,"[{'Phy': '3.2', 'VS Str': '2.9', 'VS Sla': '3.1', 'VS Pie': '3.2', 'Mag': '2.3', 'Fir': '2.5', 'Lit': '2.1', 'Hol': '2.3'}]","[{'Imm.': '11', 'Rob.': '18', 'Foc.': '8', 'Vit.': '8', 'Poi.': '5'}]",3.5,,May drop from Knights in Leyndell Royal Capital.,6,0
545,Lionel's Gauntlets,http://eldenring.wiki.fextralife.com/file/Elden-Ring/lionels_gauntlets_elden_ring_wiki_guide_200px.png,"Founded iron gauntlets. Worn by Lionel the Lionhearted. When this chivalrous dauntless knight met Fia, who had been driven from her home, he declared himself to be her father.",gauntlets,"[{'Phy': '4.4', 'VS Str': '4.1', 'VS Sla': '4.9', 'VS Pie': '5.0', 'Mag': '3.3', 'Fir': '3.7', 'Lit': '3.2', 'Hol': '3.3'}]","[{'Imm.': '21', 'Rob.': '33', 'Foc.': '14', 'Vit.': '17', 'Poi.': '9'}]",7.1,,"Found on the bed in the building with the Lower Capital Church grace in Leyndell, Royal Capital.Elden Ring Map here",10,0
546,Lusat's Manchettes,http://eldenring.wiki.fextralife.com/file/Elden-Ring/lusats_manchettes_elden_ring_wiki_guide_200px.png,"Manchettes corroded by blue glintstones. Worn by Lusat, primeval current sorcerer.Lusat had reached a near-inorganic state.",gauntlets,"[{'Phy': '1.3', 'VS Str': '0.1', 'VS Sla': '1.3', 'VS Pie': '0.1', 'Mag': '3.4', 'Fir': '2.8', 'Lit': '3.1', 'Hol': '3.1'}]","[{'Imm.': '12', 'Rob.': '6', 'Foc.': '20', 'Vit.': '22', 'Poi.': '1'}]",1.1,,"All three armor pieces can be found after completing Sorceress Sellen's questline and siding with Sellen, return to Lusat's location in the Sellia Hideaway. The entire set will be on the ground where he used to occupy.Elden Ring Map here",2,0
547,Malenia's Gauntlet,http://eldenring.wiki.fextralife.com/file/Elden-Ring/malenias_gauntlet_elden_ring_wiki_guide_200px.png,"Gauntlet made of unalloyed gold. Worn by Malenia, Blade of Miquella. Malenia awaited Miquella at the foot of the husk. ""My brother will keep his promise. He possesses the wisdom, the allure, of a godhe is the most fearsome Empyrean of all.""",gauntlets,"[{'Phy': '3.1', 'VS Str': '2.3', 'VS Sla': '3.2', 'VS Pie': '2.8', 'Mag': '1.9', 'Fir': '2.3', 'Lit': '1.6', 'Hol': '2.7'}]","[{'Imm.': '17', 'Rob.': '14', 'Foc.': '6', 'Vit.': '6', 'Poi.': '4'}]",3.1,,"Purchased from Enia for 12,000 runes after defeating Malenia Blade of Miquella.",6,0
548,Malformed Dragon Gauntlets,http://eldenring.wiki.fextralife.com/file/Elden-Ring/malformed_dragon_gauntlets_elden_ring_wiki_guide_200px.png,"Malformed golden gauntlets.Adorned with various dragon imagery and worn by the misshapen Tree Sentinels.After the great ancient dragon Gransax attacked, the sentinels had an epiphany. The only way to truly protect the Erdtree was to become dragons themselves.",gauntlets,"[{'Phy': '4.2', 'VS Str': '3.7', 'VS Sla': '4.4', 'VS Pie': '4.2', 'Mag': '3.2', 'Fir': '3.2', 'Lit': '3.4', 'Hol': '3.2'}]","[{'Imm.': '19', 'Rob.': '25', 'Foc.': '13', 'Vit.': '13', 'Poi.': '7'}]",5.3,,Dropped by the Draconic Tree Sentinel in Crumbling Farum Azula.Elden Ring Map here,9,0
549,Maliketh's Gauntlets,http://eldenring.wiki.fextralife.com/file/Elden-Ring/malikeths_gauntlets_elden_ring_wiki_guide_200px.png,"Beast's gauntlets made of black iron and decorated with gold. Worn by Maliketh the Black Blade.Maliketh, Queen Marika's loyral half-brother, bore a blade imbued with Destined Death, and there was not one demigod who did not fear him. Champions knew what was at stake. Indeed, that is what made them champions",gauntlets,"[{'Phy': '3.3', 'VS Str': '2.9', 'VS Sla': '3.5', 'VS Pie': '3.3', 'Mag': '2.7', 'Fir': '2.8', 'Lit': '2.3', 'Hol': '3.2'}]","[{'Imm.': '12', 'Rob.': '19', 'Foc.': '8', 'Vit.': '17', 'Poi.': '5'}]",4.3,,"Bought from the Enia in the Roundtable Hold after defeating Maliketh, the Black Blade.",8,0
550,Mausoleum Gauntlets,http://eldenring.wiki.fextralife.com/file/Elden-Ring/mausoleum_gauntlets_elden_ring_wiki_guide_200px.png,Gauntlets worn by headless soldiers who endlessly guard the Wandering Mausoleum.Rust-worn and stained through unending conflict.,gauntlets,"[{'Phy': '3.2', 'VS Str': '2.7', 'VS Sla': '3.3', 'VS Pie': '3.1', 'Mag': '2.5', 'Fir': '2.5', 'Lit': '2.1', 'Hol': '2.5'}]","[{'Imm.': '11', 'Rob.': '17', 'Foc.': '8', 'Vit.': '7', 'Poi.': '5'}]",3.5,,Mausoleum Soldier Set pieces drop from Mausoleum Soldiers. They can be found patrolling areas around some of the Wandering Mausoleums.An easy spot to farm this set is east of the East Gate Bridge Trestle site of grace in Liurnia of the Lakes. Several groups of 3 or 4 Mausoleum Soldiers are patrolling around this Wandering Mausoleum.,6,0
551,Mausoleum Knight Gauntlets,http://eldenring.wiki.fextralife.com/file/Elden-Ring/mausoleum_knight_gauntlets_elden_ring_wiki_guide_200px.png,Gauntlets worn by headless knights who endlessly guard the Walking Mausoleum.Time has yet to dull their luster.,gauntlets,"[{'Phy': '3.3', 'VS Str': '2.8', 'VS Sla': '3.6', 'VS Pie': '3.2', 'Mag': '2.7', 'Fir': '2.8', 'Lit': '2.5', 'Hol': '2.8'}]","[{'Imm.': '12', 'Rob.': '18', 'Foc.': '8', 'Vit.': '8', 'Poi.': '5'}]",3.9,,"Mausoleum Knight Set pieces are dropped by Mausoleum Knights, typically found in Liurnia of the Lakes. The easiest one to farm is directly outside the Black Knife Catacombs entrance, which can be reset quickly with the site of grace.",7,0
552,Millicent's Gloves,http://eldenring.wiki.fextralife.com/file/Elden-Ring/millicents_gloves_elden_ring_wiki_guide_200px.png,Gloves worn by Millicent the Rotting,gauntlets,"[{'Phy': '1.0', 'VS Str': '1.0', 'VS Sla': '1.0', 'VS Pie': '0.6', 'Mag': '3.1', 'Fir': '2.9', 'Lit': '3.1', 'Hol': '3.1'}]","[{'Imm.': '13', 'Rob.': '7', 'Foc.': '21', 'Vit.': '21', 'Poi.': '1'}]",1.1,,The Millicent's Gloves Armor Gauntlets piece is not currently obtainable.,0,0
553,Mushroom Arms,http://eldenring.wiki.fextralife.com/file/Elden-Ring/mushroom_arms_elden_ring_wiki_guide_200px.png,"Mushrooms found growing all over the body. These overgrown mushroom have colonized the arms. To those enraptured by the scarlet rot, they are holy vestments that root one to the earth.",gauntlets,"[{'Phy': '1.5', 'VS Str': '1.7', 'VS Sla': '0.6', 'VS Pie': '1.3', 'Mag': '3.3', 'Fir': '1.3', 'Lit': '3.2', 'Hol': '3.2'}]","[{'Imm.': '34', 'Rob.': '8', 'Foc.': '30', 'Vit.': '25', 'Poi.': '1'}]",1.7,,Found in a cavern in Seethewater Cave filled with mushroom people and a Giant Poison Flower.Elden Ring Interactive Map Link,1,0
554,Night's Cavalry Gauntlets,http://eldenring.wiki.fextralife.com/file/Elden-Ring/nights_cavalry_gauntlets_elden_ring_wiki_guide_200px.png,"Pitch-black gauntlets thinly painted with dried blood.Worn by the Night's Cavalry who ride funeral steeds.The Night's Cavalry, who now wander the dim roads of night, were once led by the Fell Omen and were deliverers of death for great warriors, knights, and champions.",gauntlets,"[{'Phy': '3.5', 'VS Str': '3.2', 'VS Sla': '3.5', 'VS Pie': '3.3', 'Mag': '2.7', 'Fir': '3.1', 'Lit': '2.7', 'Hol': '3.1'}]","[{'Imm.': '13', 'Rob.': '19', 'Foc.': '8', 'Vit.': '8', 'Poi.': '5'}]",4.3,,"You can find the Night's Cavalry Set within the Consecrated Snowfield: From the Inner Consecrated Snowfield site of grace at night, look southwest and there will be a caravan being pulled by two giants and two Night's Cavalry escorts. Kill both the escorts to receive the armor alongside an Ancient Dragon Smithing Stone. Elden Ring Map here",9,0
555,Noble's Gloves,http://eldenring.wiki.fextralife.com/file/Elden-Ring/nobles_gloves_elden_ring_wiki_guide_200px.png,"Gloves of plush leather. Worn by expatriated royalty. A gift of such rare beauty, a royal wouldn't disgrace their illustrious heritage even if found dead, in a ditch, in the middle of nowhere, while wearing such splendid raiment.",gauntlets,"[{'Phy': '1.5', 'VS Str': '1.6', 'VS Sla': '1.5', 'VS Pie': '1.6', 'Mag': '3.3', 'Fir': '3.3', 'Lit': '3.2', 'Hol': '3.3'}]","[{'Imm.': '15', 'Rob.': '8', 'Foc.': '25', 'Vit.': '28', 'Poi.': '2'}]",2.1,,"The Noble's Gloves along with other pieces of the Noble's Set can be found at East Windmill Pasture, Altus Plateau, in a burning pile of corpses surrounded by a circle of dancing women.Elden Ring Map here",4,0
556,Nox Bracelets,http://eldenring.wiki.fextralife.com/file/Elden-Ring/nox_monk_bracelets_elden_ring_wiki_guide_200px.png,"Monastic bracelets of the Eternal City.Long ago, the Nox invoked the ire of the Greater Will, and were banished deep underground. Now they live under a false night sky, in eternal anticipation of their liege. Of the coming age of the stars. And their Lord of Night.",gauntlets,"[{'Phy': '2.1', 'VS Str': '2.3', 'VS Sla': '2.1', 'VS Pie': '1.9', 'Mag': '2.9', 'Fir': '2.8', 'Lit': '2.8', 'Hol': '2.3'}]","[{'Imm.': '20', 'Rob.': '13', 'Foc.': '15', 'Vit.': '15', 'Poi.': '3'}]",2.6,,"Dropped from Nox Monk, Nox Swordstress, and Night Maiden enemies in Nokron and Nokstella.",5,0
557,Omen Gauntlets,http://eldenring.wiki.fextralife.com/file/Elden-Ring/omen_gauntlets_elden_ring_wiki_guide_200px.png,"Malformed Gauntlets resembling an Omen with its horns cut off.Worn by the Dung Eater, their form is a vision of the landscape of his mind, and of his appearance as he wished to see it.The heart of an Omen without the body to match; could there be a crueler existence? What does it matter, then, if the curse claims it all?",gauntlets,"[{'Phy': '4.6', 'VS Str': '3.7', 'VS Sla': '4.7', 'VS Pie': '4.7', 'Mag': '3.2', 'Fir': '3.6', 'Lit': '3.7', 'Hol': '3.4'}]","[{'Imm.': '22', 'Rob.': '21', 'Foc.': '19', 'Vit.': '25', 'Poi.': '9'}]",7.7,,The Omen set can be found after killing the Dung Eater in the Subterranean Shunning-Grounds at the Leyndell Royal Capital.Elden Ring Map here,10,0
558,Omenkiller Long Gloves,http://eldenring.wiki.fextralife.com/file/Elden-Ring/omenkiller_long_gloves_elden_ring_wiki_guide_200px.png,"Long, stiff leather gloves worn by the Omenkillers.",gauntlets,"[{'Phy': '2.1', 'VS Str': '1.9', 'VS Sla': '1.7', 'VS Pie': '1.7', 'Mag': '2.1', 'Fir': '2.3', 'Lit': '2.8', 'Hol': '2.5'}]","[{'Imm.': '22', 'Rob.': '9', 'Foc.': '15', 'Vit.': '15', 'Poi.': '3'}]",2.4,,"Dropped by an Omenkiller enemy at Perfumer's Ruins, together with Omenkiller Robe and Omenkiller Boots.Elden Ring Map here.",4,0
559,Perfumer Gloves,http://eldenring.wiki.fextralife.com/file/Elden-Ring/perfumer_gloves_elden_ring_wiki_guide_200px.png,"Gloves of an Erdtree Capital perfumer.In time past, the role of perfumer was much respected; a blessed apothecary in the eyes of the many. But after entering the battlefields of the Shattering they performed no such role, trading their aromatics for poisons and explosives.",gauntlets,"[{'Phy': '1.0', 'VS Str': '1.5', 'VS Sla': '1.3', 'VS Pie': '1.0', 'Mag': '3.2', 'Fir': '2.9', 'Lit': '3.1', 'Hol': '3.2'}]","[{'Imm.': '20', 'Rob.': '6', 'Foc.': '21', 'Vit.': '22', 'Poi.': '2'}]",1.4,,"Chance to drop from Perfumer enemies encountered in Leyndell, Royal Capital.",3,0
560,Preceptor's Gloves,http://eldenring.wiki.fextralife.com/file/Elden-Ring/preceptors_gloves_elden_ring_wiki_guide_200px.png,Gloves of the magic preceptors who serve the Carian royals.Black and perfectly discreet.,gauntlets,"[{'Phy': '1.5', 'VS Str': '1.6', 'VS Sla': '1.5', 'VS Pie': '1.5', 'Mag': '3.6', 'Fir': '3.3', 'Lit': '3.2', 'Hol': '3.2'}]","[{'Imm.': '17', 'Rob.': '8', 'Foc.': '28', 'Vit.': '25', 'Poi.': '3'}]",2.1,,Found on Seluvis's body in Seluvis's Rise after reaching the end of Ranni's questline.Elden Ring Interactive Map Link,2,0
561,Queen's Bracelets,http://eldenring.wiki.fextralife.com/file/Elden-Ring/queens_bracelets_elden_ring_wiki_guide_200px.png,"Bracelets indicating the highest order of sorcerer. Worn by Rennala, Queen of the Full Moon. When Rennala, head of both the Academy of Raya Lucaria and the Carian royal family, lost her husband Radagon, her heart went along with him. And then, those at the academy realized. That Rennala was no champion, after all.",gauntlets,"[{'Phy': '1.5', 'VS Str': '1.3', 'VS Sla': '1.3', 'VS Pie': '1.0', 'Mag': '3.4', 'Fir': '3.1', 'Lit': '3.2', 'Hol': '3.3'}]","[{'Imm.': '14', 'Rob.': '8', 'Foc.': '24', 'Vit.': '28', 'Poi.': '2'}]",1.7,,"Queen's Bracelets can be purchased to Enia in Roundtable Hold for 7,000 Need to defeat Rennala, Queen of the Full Moon Bossfight first.",2,0
562,Radahn Soldier Gauntlets,http://eldenring.wiki.fextralife.com/file/Elden-Ring/radahn_soldier_gauntlets_elden_ring_wiki_guide_200px.png,Gauntlets worn by soldiers who fought by General Radahn's side.Rust-worn and stained through unending conflict.,gauntlets,"[{'Phy': '3.3', 'VS Str': '2.7', 'VS Sla': '3.1', 'VS Pie': '2.9', 'Mag': '2.5', 'Fir': '2.8', 'Lit': '1.9', 'Hol': '2.3'}]","[{'Imm.': '11', 'Rob.': '17', 'Foc.': '8', 'Vit.': '8', 'Poi.': '5'}]",3.5,,"Chace to drop from Radahn Soldiers, easily found in large numbers around Fort Gael.",6,0
