id,weapon_id,name,image,weight,description,dlc,requirements,damage type,category,passive effect,skill,FP cost
371,372,Azur's Glintstone Staff,http://eldenring.wiki.fextralife.com/file/Elden-Ring/azurs_glintstone_staff_glintstonestaff_weapon_elden_ring_wiki_guide_200px.png,4.0,"Staff of the primeval glintstone sorcerer Azur. Only those who have glimpsed what lies beyond the wisdom of stone may wield it. Reduces casting time of all sorceries, but consumes additional FP.",0,"{'Str': 10, 'Int': 52}",Strike,Glintstone Staffs,No passive effects,No Skill,0
372,373,Lusat's Glintstone Staff,http://eldenring.wiki.fextralife.com/file/Elden-Ring/lusat's_glintstone_staff_9_elden_ring_wiki_guide_200px.png,4.0,"Staff of the primeval glintstone sorcerer Lusat. Only those who have glimpsed what lies beyond the wisdom of stone may wield it. Enhances power of all sorceries, but consumes additional FP.",0,"{'Str': 10, 'Int': 52}",Strike,Glintstone Staffs,No passive effects,No Skill,0
373,374,Carian Glintstone Staff,http://eldenring.wiki.fextralife.com/file/Elden-Ring/carian_glintstine_staff_glintstonestaff_weapon_elden_ring_wiki_guide_200px.png,3,Staff embedded with a blue glintstone. One of two types of Carian staff. Given to sorcerers that they might enact the role of knight. Enhances Carian sword sorceries.,0,"{'Str': 6, 'Int': 24, 'Dex': 8}",Strike,Glintstone Staffs,: Boosts Carian Sword Sorcery,No Skill,0
374,375,Carian Glintblade Staff,http://eldenring.wiki.fextralife.com/file/Elden-Ring/carian_glintblade_staff_glintstonestaff_weapon_elden_ring_wiki_guide_200px.png,2.5,"Staff embedded with a blue glintstone. One of two types of Carian staff. Gifted to enchanted knights, it enhances Glintblade sorceries.",0,"{'Str': 6, 'Int': 22, 'Dex': 12}",Strike,Glintstone Staffs,Boosts Glintblade Sorcery,No Skill,0
375,376,Carian Regal Scepter,http://eldenring.wiki.fextralife.com/file/Elden-Ring/carian_regal_scepter_glintstonestaff_weapon_elden_ring_wiki_guide_200px.png,3,"Magic scepter of Rennala, Queen of the Full Moon. The glintstone is known as a Carian Blue, enhancing full moon sorceries. Only those of the highest intelligence may wield this, the finest of all glintstone staves.",0,"{'Str': 8, 'Dex': 10, 'Int': 60}",Strike,Glintstone Staffs,Boosts full moon sorcery,Spinning Weapon,20
376,377,Albinauric Staff,http://eldenring.wiki.fextralife.com/file/Elden-Ring/albinauric_staff_glintstonestaff_weapon_elden_ring_wiki_guide_200px.png,2.5,Short staff with a blue glintstone embedded. Wielded by the albinaurics of old. The albinaurics harbor a secret; they cast sorcery with their innate arcaneness.,0,"{'Str': 6, 'Int': 10, 'Arc': 12}",Strike,Glintstone Staffs,No passive effects,No Skill,0
377,378,Staff of Loss,http://eldenring.wiki.fextralife.com/file/Elden-Ring/staff_of_loss_elden_ring_wiki_guide_200px.png,2.5,"Staff missing its glintstone. Wielded by sorcerers who believe that discovery comes through acts of asceticism. This staff only distinguishes itself when casting invisibility sorceries, but that is reason enough for some to wield it.",0,"{'Str': 6, 'Dex': 12, 'Int': 14}",Strike,Glintstone Staffs,Boosts Invisibility Sorcery,No Skill,0
378,379,Gelmir Glintstone Staff,http://eldenring.wiki.fextralife.com/file/Elden-Ring/gelmir_glintstone_staff_glintstonestaff_weapon_elden_ring_wiki_guide_200px.png,2.5,"Staff with a forked tip, embedded with red glintstones. Enhances lava sorceries. The Man-Serpents of Mt. Gelmir draw from faith in addition to intelligence to enhance the potency of their sorcery.",0,"{'Str': 6, 'Int': 14, 'Fai': 14}",Strike,Glintstone Staffs,: Boosts Lava Sorcery,No Skill,0
379,380,Crystal Staff,http://eldenring.wiki.fextralife.com/file/Elden-Ring/crystal_staff_glintstonestaff_weapon_elden_ring_wiki_guide_200px.png,4.5,"Staff fashioned from pure crystal; a deed impossible for a human. Enhances Crystalian sorceris. The Crystalian's faint cognition is know as the ""wisdom of stone."" This staff can only be weilded by those of intellect high enough to grasp such wisdom.",0,"{'Str': 8, 'Int': 48}",Strike,Glintstone Staffs,Boosts Crystalian sorceries,No Skill,0
380,381,Rotten Crystal Staff,http://eldenring.wiki.fextralife.com/file/Elden-Ring/rotten_crystal_staff_glintstonestaff_weapon_elden_ring_wiki_guide_200px.png,4.5,Staff fashioned from pure crystal; a deed impossible for a human. It festers with scarlet rot. Enhances Crystalian sorceries.,0,"{'Str': 8, 'Int': 48}",Strike,Glintstone Staffs,Boosts Crystalian Sor. (50) Scarlet Rot,No Skill,0
381,382,Meteorite Staff,http://eldenring.wiki.fextralife.com/file/Elden-Ring/meteorite_staff_glintstonestaff_weapon_elden_ring_wiki_guide_200px.png,4.5,"Staff embedded with a dark purple glintstone, said to be the fragment of a meteorite. Boasts high sorcery scaling and boosts gravity sorceries as well.However, this staff cannot be strengthened in any way.",0,"{'Str': 6, 'Int': 18}",StrikeDamage,Glintstone Staffs,Boosts Gravity Sorcery,No Skill,0
382,383,Staff of the Guilty,http://eldenring.wiki.fextralife.com/file/Elden-Ring/staff_of_the_guilty_glintstonestaff_weapon_elden_ring_wiki_guide_200px.png,4.5,"A heretical staff fashioned from a smoldering, withered sapling that turns the blood of sacrifices pierced by it into glintstone. Similar to hex magic. Sorceries are scaled with faith rather than intelligence when wielding this staff which enhances Thorn sorceries in particular.",0,"{'Str': 8, 'Fai': 12}",Strike,Glintstone Staffs,(45) Boosts Thorn Sorcery Hemorrhage,No Skill,0
383,384,Prince of Death's Staff,http://eldenring.wiki.fextralife.com/file/Elden-Ring/prince_of_deaths_staff_glintstonestaff_weapon_elden_ring_wiki_guide_200px.png,3.0,"Staff embedded with sullied amber, said to be a very part of the Prince of Death. Enhances death sorceries. One of the staves deemed heretical by the academy for its ability to allow sorceries to be augmented through faith in addition to intelligence.",0,"{'Str': 6, 'Int': 18, 'Fai': 18}",Strike,Glintstone Staffs,Boosts Death Sorceries,No Skill,0
384,385,Staff of the Great Beyond,http://eldenring.wiki.fextralife.com/file/Elden-Ring/staff_of_the_great_beyond_glintstone_staff_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,2.5,"Staff fashioned from the tail-fingers of Metyr, the Mother of Fingers, and the microcosm raised aloft over the crux they form. Catalyst for casting both sorceries and incantations. The Mother received signs from the Greater Will from the beyond of the microcosm. Despite being broken and abandoned, she kept waiting for another message to come.",1,"{'Str': 7, 'Int': 25, 'Fai': 25}",Strike,Glinstone Staves,No passive effects,No Skill,0
385,386,Maternal Staff,http://eldenring.wiki.fextralife.com/file/Elden-Ring/dryleaf_seal_glinstone_staff_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,2.5,"Staff of Count Ymir, who made himself a Mother of Fingers. Carried for want of tail-fingers of his own. Enhances finger sorceries. The crystal ball, though representative of a microcosm, would not receive any sign.",1,"{'Str': 7, 'Int': 21, 'Arc': 21}",Strike,Glinstone Staves,No passive effects,No Skill,0
386,387,Finger Seal,http://eldenring.wiki.fextralife.com/file/Elden-Ring/finger_seal_sacred_seal_weapon_elden_ring_wiki_guide_200px.png,1.5,"A sacred seal bestowed by a Finger Maiden which serves as a catalyst for casting sacred incantations. Incantations must be memorized first at a site of grace, and a sacred seal must be equipped to cast them.",0,"{'Str': 4, 'Fai': 10}",Strike,Sacred Seals,No passive effects,No Skill,0
387,388,Erdtree Seal,http://eldenring.wiki.fextralife.com/file/Elden-Ring/erdtree_seal_sacred_seal_weapon_elden_ring_wiki_guide_200px.png,0,"A formless sacred seal decorated with an Erdtree crest, once the focus of religion in the Lands Between.Even though the Elden Ring is shattered, and the Erdtree has dulled from its former radiance, earnest faith continues to hold the answers.",0,{'Fai': 40},Strike,Sacred Seals,No passive effects,No Skill,0
389,390,Golden Order Seal,http://eldenring.wiki.fextralife.com/file/Elden-Ring/golden_order_seal_sacred_seal_weapon_elden_ring_wiki_guide_200px.png,0.0,A formless sacred seal depicting the ceremonial observation of Order. Enhances Golden Fundamentalist incantations. Fundamentalism is scholarship in all but name. Scales incantation using both intelligence and faith.,0,"{'Int': 17, 'Fai': 17}",Strike,Sacred Seals,Boosts Fundamentalist Inc.,No Skill,0
390,391,Gravel Stone Seal,http://eldenring.wiki.fextralife.com/file/Elden-Ring/gravel_stone_seal_sacred_seal_weapon_elden_ring_wiki_guide_200px.png,1.5,"Sacred seal made from Gravel Stone thought to be an ancient dragon scale. Enhances Dragon Cult incantations of the Royal Capital. The worship of the ancient dragons does not conflict with belief in the Erdtree. After all, this seal, and lightning itself, are both imbued with gold.",0,"{'Str': 4, 'Fai': 18}",Strike,Sacred Seals,Boosts Dragon Cult Incantations,No Skill,0
391,392,Giant's Seal,http://eldenring.wiki.fextralife.com/file/Elden-Ring/giants_seal_sacred_seal_weapon_elden_ring_wiki_guide_200px.png,1.5,"Sacred seal depicting the one eyed god of the Fire Giants, adorned with braids of red hair. Sacred seal wielded by Fire Monks and Prelates, this catalyst enhances Giants' Flame incantations.",0,"{'Str': 4, 'Fai': 14}",Strike,Sacred Seals,Boosts Giants' FlameIncantations,No Skill,0
392,393,Godslayer's Seal,http://eldenring.wiki.fextralife.com/file/Elden-Ring/godslayers_seal_sacred_seal_weapon_elden_ring_wiki_guide_200px.png,1.5,"Sacred seal of the Godskin Apostles, inlaid with obsidian. Said to represent the manipulation of black flame, this catalyst enhances godslayer incantations.",0,"{'Str': 4, 'Fai': 27}",Strike,Sacred Seals,Boosts Godslayer Incantations,No Skill,0
393,394,Clawmark Seal,http://eldenring.wiki.fextralife.com/file/Elden-Ring/clawmark_seal_sacred_seal_weapon_elden_ring_wiki_guide_200px.png,1.5,"A sacred seal given by Gurranq, the BeastClergyman. A rare trinket which allows incantations to be scaled with strength. The claw mark represents Gurranq's wrath. Enhances bestial incantations learned from Gurranq.",0,"{'Str': 4, 'Fai': 10}",Strike,Sacred Seals,Boosts Bestial Incantations,No Skill,0
394,395,Frenzied Flame Seal,http://eldenring.wiki.fextralife.com/file/Elden-Ring/frenzied_flame_seal_sacred_seal_weapon_elden_ring_wiki_guide_200px.png,12,"Formless sacred seal bestowed by the maiden of the Three Fingers. Enhances incantations of the frenzied flame. This seal is the mark of the Lord of Frenzied Flame. Scales incantations using strength, dexterity, intelligence, and faith all together.",0,{},Strike,Sacred Seals,(55) Madness,No Skill,0
395,396,Dragon Communion Seal,http://eldenring.wiki.fextralife.com/file/Elden-Ring/dragon_communion_seal_sacred_seal_weapon_elden_ring_wiki_guide_200px.png,0,"Formless drakeblood seal with a dragon communion crest. Enhances Dragon Communion incantations. The sacrificial devouring of the heart gives power. Indeed, Dragon Communion is too primal in nature for the term ""incantation"" to be appropriate. This seal scales incantations with one's arcane attribute.",0,"{'Fai': 10, 'Arc': 10}",Strike,Sacred Seals,Boosts Dragon Communion Incantations,No Skill,0
396,397,Dryleaf Seal,http://eldenring.wiki.fextralife.com/file/Elden-Ring/dryleaf_seal_unique_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,1.5,"Sacred seal of the spiritual seekers known as the Dryleaf Sect. Enhances incantations of Miquella. Those who saw the decline of the Erdtree in the fallen leaves long ago braced themselves for the weakening of Order, and embraced a strict faith. And then, they made to serve a new god.",1,"{'Str': 8, 'Fai': 27}",Strike,Sacred Seals,No passive effects,No Skill,0
397,398,Fire Knight's Seal,http://eldenring.wiki.fextralife.com/file/Elden-Ring/fire_knights_seal_unique_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,1.5,"Sacred seal of the Fire Knights, who answer directly to Messmer the Impaler. Enhances fire incantations of Messmer. The emblem of Messmer's army depicts a golden ring and the fire of his sacred seal.",1,"{'Str': 8, 'Fai': 23}",Strike,Sacred Seals,No passive effects,No Skill,0
398,399,Spiraltree Seal,http://eldenring.wiki.fextralife.com/file/Elden-Ring/spiraltree_seal_unique_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,1.5,"Sacred seal of soiled amber engraved with a spiral tree design. Enhances spiral incantations. The majesty of the white tower, stretching to reach the gods, even inspired a secret faith in the invaders, the people of the Erdtree.",1,"{'Str': 8, 'Fai': 17}",Strike,Sacred Seals,No passive effects,No Skill,0
399,400,Torch,http://eldenring.wiki.fextralife.com/file/Elden-Ring/torch_weapon_elden_ring_wiki_guide_200px.png,1.5,"This torch's tip is wrapped in oil-soaked rags and set on fire. The flame can illuminate dark locales, or used to attack enemies. Can be raised up when equipped in the left hand, illuminating more of the surrounding area.",0,"{'Str': 5, 'Dex': 5}",Strike,Torches,No passive effects,Torch Attack,0
400,401,Beast-Repellent Torch,http://eldenring.wiki.fextralife.com/file/Elden-Ring/beast-repellent_torch_weapon_elden_ring_wiki_guide_200px.png,2.5,A torch which burns oil infused with a special incense. The aroma pacifies wild beasts. Torches such as these were used to keep unwelcome beasts away from treasure troves hidden in caves.,0,"{'Str': 12, 'Dex': 8}",Strike,Torches,No passive effects,Torch Attack,0
401,402,Steel-Wire Torch,http://eldenring.wiki.fextralife.com/file/Elden-Ring/steel-wire_torch_weapon_elden_ring_wiki_guide_200px.png,3.0,"Torch wound with metal wire. The flame can illuminate dark locales, or be used to attack enemies. Heavier than a normal torch, but the heated filament boosts fire damage dealt.",0,"{'Str': 10, 'Dex': 8}",Strike,Torches,No passive effects,Firebreather,8
402,403,Sentry's Torch,http://eldenring.wiki.fextralife.com/file/Elden-Ring/sentrys_torch_weapon_elden_ring_wiki_guide_200px.png,5.0,Torch Given to protectors of the Erdtree. Its flames are bestowed with a special incantation which allows the bearer to see assassins cloaked in veils. Furnished on behalf of the Erdtree and the Grace-Given Lord such that a Night of Black Knives will never come again.,0,"{'Str': 15, 'Dex': 8, 'Fai': 15}",Strike,Torches,No passive effects,Torch Attack,0
403,404,Ghostflame Torch,http://eldenring.wiki.fextralife.com/file/Elden-Ring/ghostflame_torch_weapon_elden_ring_wiki_guide_200px.png,2.5,"Metal torch that burns with cold ghostflame. Tool of the Fallen Hawks who prowl the underground rivers. When the band's last embers were used up in their long search, they began to burn the bones of their fellows, acquiring the cold ghostflame, but sealing their fate as dwellers of the underground for all eternity.",0,"{'Str': 10, 'Dex': 10, 'Int': 14}",Strike,Torches,(65) Frostbite,Torch Attack,0
404,405,St. Trina's Torch,http://eldenring.wiki.fextralife.com/file/Elden-Ring/st_trinas_torch_weapon_elden_ring_wiki_guide_200px.png,3.0,"Candlestand torch that burns with a light-purple flame. The carvings depict St. Trina, but in adult form, somewhat unnervingly. The light-purple flame induces sleep",0,"{'Str': 10, 'Dex': 10, 'Fai': 14}",Strike,Torches,(72) Sleep,Fires of Slumber,15
405,406,Lamenting Visage,http://eldenring.wiki.fextralife.com/file/Elden-Ring/lamenting_visage_torch_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,2.0,"A stone lantern carved to resemble a lamenting human head, the eyes vacantly beaming out light. Can be raised up when equipped in the left hand, illuminating more of the surrounding area. The unusual expression somehow imparts a sense of contentment. The languid ease of one who needs not sight.",1,{'Str': 9},Strike,Torches,No passive effects,Blindfold of Happiness,10
406,407,Nanaya's Torch,http://eldenring.wiki.fextralife.com/file/Elden-Ring/nanayas_torch_1_torches_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,3.5,"A torch made by attaching a dying flame of frenzy to a small spinal column. In a distant land, in an age long past, was born a man who failed to become the Lord of Frenzied Flame. All that remains of him is cradled gently by Nanaya.",1,"{'Str': 10, 'Dex': 10, 'Int': 14, 'Fai': 16}",Strike,Torches,(65) Madness,Feeble Lord's Frenzied Flame,3
